order_id,user_id,product_id,quantity,purchase_date
16,U00557,100516,3,2026-07-12
17,U05706,100750,3,2025-12-14
17,U05706,9554,2,2025-12-14
17,U05706,96082,3,2025-12-14
18,U05266,109347,2,2026-04-19
18,U05266,73631,2,2026-04-19
18,U05266,35647,3,2026-04-19
18,U05266,101611,3,2026-04-19
18,U05266,4631,1,2026-04-19
18,U05266,7783,2,2026-04-19
19,U04710,36551,3,2026-04-05
19,U04710,21167,1,2026-04-05
19,U04710,95184,1,2026-04-05
19,U04710,50470,1,2026-04-05
19,U04710,13965,1,2026-04-05
20,U09996,84209,2,2026-05-01
20,U09996,90401,3,2026-05-01
20,U09996,95145,2,2026-05-01
20,U09996,82624,2,2026-05-01
21,U01356,18205,3,2025-10-25
21,U01356,86057,2,2025-10-25
21,U01356,17661,3,2025-10-25
21,U01356,69179,3,2025-10-25
21,U01356,91588,2,2025-10-25
21,U01356,99674,2,2025-10-25
22,U07604,1495,2,2026-05-29
22,U07604,81811,2,2026-05-29
22,U07604,68663,2,2026-05-29
22,U07604,83599,3,2026-05-29
22,U07604,84082,2,2026-05-29
23,U06117,69115,1,2026-03-18
23,U06117,77671,1,2026-03-18
23,U06117,61871,3,2026-03-18
23,U06117,33931,1,2026-03-18
23,U06117,84593,2,2026-03-18
24,U07704,85152,3,2025-12-10
24,U07704,107016,3,2025-12-10
24,U07704,100228,1,2025-12-10
24,U07704,68505,3,2025-12-10
25,U07570,28761,1,2026-06-15
25,U07570,55653,3,2026-06-15
25,U07570,47477,3,2026-06-15
25,U07570,85329,3,2026-06-15
25,U07570,32657,2,2026-06-15
25,U07570,9020,2,2026-06-15
26,U09785,89739,3,2025-08-31
26,U09785,89607,3,2025-08-31
26,U09785,96663,2,2025-08-31
26,U09785,86520,1,2025-08-31
26,U09785,55828,3,2025-08-31
27,U09826,65125,3,2025-10-10
27,U09826,56829,1,2025-10-10
27,U09826,85983,2,2025-10-10
27,U09826,54816,1,2025-10-10
27,U09826,56659,3,2025-10-10
28,U06467,45933,2,2026-02-02
28,U06467,22557,3,2026-02-02
28,U06467,46073,1,2026-02-02
29,U06634,70079,2,2025-10-03
29,U06634,74991,3,2025-10-03
29,U06634,16255,1,2025-10-03
30,U06263,25905,1,2025-09-27
30,U06263,94285,2,2025-09-27
30,U06263,97925,2,2025-09-27
30,U06263,6422,2,2025-09-27
30,U06263,16615,1,2025-09-27
31,U09786,66463,1,2026-02-23
31,U09786,97775,1,2026-02-23
31,U09786,76371,2,2026-02-23
32,U00394,70622,2,2026-01-01
32,U00394,2322,3,2026-01-01
32,U00394,82155,3,2026-01-01
33,U02914,86402,3,2025-10-30
33,U02914,47082,2,2025-10-30
33,U02914,71062,3,2025-10-30
33,U02914,23744,3,2025-10-30
34,U01675,61008,1,2025-12-21
34,U01675,46660,1,2025-12-21
34,U01675,49464,2,2025-12-21
34,U01675,65143,1,2025-12-21
35,U01664,102421,2,2026-03-23
35,U01664,51705,3,2026-03-23
35,U01664,481,2,2026-03-23
36,U04487,79008,1,2025-09-21
36,U04487,19528,2,2025-09-21
36,U04487,3472,3,2025-09-21
37,U02496,45187,1,2025-07-28
37,U02496,2571,2,2025-07-28
37,U02496,14851,1,2025-07-28
38,U07512,32057,2,2026-06-10
38,U07512,16565,1,2026-06-10
38,U07512,3525,1,2026-06-10
39,U02722,79775,1,2025-09-18
39,U02722,3703,1,2025-09-18
39,U02722,60459,3,2025-09-18
39,U02722,95913,3,2025-09-18
39,U02722,95898,1,2025-09-18
40,U01062,36347,3,2026-01-27
40,U01062,48751,3,2026-01-27
41,U01110,107246,3,2025-10-16
41,U01110,62406,2,2025-10-16
41,U01110,105846,1,2025-10-16
42,U05170,92262,2,2025-07-25
42,U05170,58914,2,2025-07-25
42,U05170,78730,3,2025-07-25
43,U09102,89988,3,2025-08-16
43,U09102,38256,3,2025-08-16
43,U09102,106352,1,2025-08-16
44,U02588,109359,1,2026-03-12
44,U02588,24815,1,2026-03-12
44,U02588,71499,3,2026-03-12
45,U08914,20161,2,2025-07-23
45,U08914,28289,3,2025-07-23
45,U08914,60584,1,2025-07-23
45,U08914,74768,2,2025-07-23
45,U08914,56960,2,2025-07-23
45,U08914,78878,1,2025-07-23
46,U05124,17192,2,2025-08-27
46,U05124,86212,1,2025-08-27
46,U05124,39712,3,2025-08-27
47,U07599,65679,3,2025-12-13
47,U07599,56375,3,2025-12-13
48,U02219,55848,3,2025-12-27
48,U02219,66284,3,2025-12-27
48,U02219,16736,3,2025-12-27
49,U02958,92176,3,2026-04-04
49,U02958,9684,2,2026-04-04
49,U02958,86396,2,2026-04-04
49,U02958,16543,3,2026-04-04
49,U02958,51065,3,2026-04-04
49,U02958,33306,3,2026-04-04
50,U04903,105172,3,2026-07-02
50,U04903,62268,2,2026-07-02
50,U04903,18720,3,2026-07-02
51,U05989,106090,1,2025-12-07
51,U05989,48646,1,2025-12-07
51,U05989,72811,3,2025-12-07
51,U05989,27379,3,2025-12-07
51,U05989,80910,1,2025-12-07
51,U05989,100224,3,2025-12-07
52,U00144,19897,3,2026-03-23
52,U00144,98845,1,2026-03-23
52,U00144,97685,2,2026-03-23
52,U00144,27370,3,2026-03-23
53,U04237,71261,3,2026-05-11
53,U04237,98009,1,2026-05-11
53,U04237,64585,3,2026-05-11
53,U04237,100596,1,2026-05-11
53,U04237,53219,3,2026-05-11
54,U07808,17756,2,2026-01-03
54,U07808,49500,3,2026-01-03
54,U07808,35427,1,2026-01-03
55,U07048,97195,2,2025-07-16
55,U07048,12983,3,2025-07-16
55,U07048,26975,2,2025-07-16
55,U07048,78497,3,2025-07-16
55,U07048,75444,2,2025-07-16
56,U06440,12588,2,2025-09-30
56,U06440,25064,2,2025-09-30
56,U06440,63528,2,2025-09-30
57,U09479,39212,1,2026-02-23
57,U09479,62068,1,2026-02-23
58,U07193,19651,2,2026-05-01
58,U07193,51463,2,2026-05-01
58,U07193,81235,3,2026-05-01
59,U06435,33015,1,2026-01-25
59,U06435,83535,3,2026-01-25
59,U06435,9843,2,2026-01-25
59,U06435,82804,1,2026-01-25
60,U04913,35623,2,2025-07-26
60,U04913,67779,2,2025-07-26
60,U04913,105415,3,2025-07-26
61,U05998,14951,3,2025-10-21
61,U05998,49655,1,2025-10-21
61,U05998,104403,3,2025-10-21
62,U00971,87585,1,2026-02-26
62,U00971,101501,1,2026-02-26
62,U00971,72336,2,2026-02-26
62,U00971,108854,3,2026-02-26
62,U00971,46883,1,2026-02-26
62,U00971,101341,3,2026-02-26
63,U06113,22558,1,2026-05-30
63,U06113,76574,1,2026-05-30
64,U01490,32213,3,2026-02-13
64,U01490,3185,2,2026-02-13
64,U01490,10301,2,2026-02-13
65,U00341,22651,1,2025-12-15
65,U00341,78431,1,2025-12-15
65,U00341,68499,3,2025-12-15
65,U00341,109917,3,2025-12-15
65,U00341,33536,1,2025-12-15
65,U00341,34645,2,2025-12-15
66,U03058,88060,1,2026-05-15
66,U03058,62560,1,2026-05-15
66,U03058,16364,2,2026-05-15
66,U03058,4433,2,2026-05-15
66,U03058,73780,3,2026-05-15
67,U09090,102101,2,2025-11-15
67,U09090,79141,3,2025-11-15
67,U09090,46601,2,2025-11-15
67,U09090,2130,3,2025-11-15
68,U08002,69485,1,2026-06-15
68,U08002,10985,3,2026-06-15
68,U08002,26005,3,2026-06-15
69,U08429,40598,2,2026-04-27
69,U08429,59114,2,2026-04-27
69,U08429,109454,3,2026-04-27
69,U08429,16512,1,2026-04-27
69,U08429,40027,2,2026-04-27
70,U06084,13108,2,2026-04-14
70,U06084,31912,1,2026-04-14
70,U06084,55870,1,2026-04-14
71,U00865,80017,1,2025-10-31
71,U00865,86909,3,2025-10-31
72,U04441,95108,3,2026-03-25
72,U04441,73000,1,2026-03-25
72,U04441,79282,3,2026-03-25
72,U04441,89052,3,2026-03-25
72,U04441,84723,2,2026-03-25
73,U08493,81349,3,2026-03-17
73,U08493,44145,3,2026-03-17
73,U08493,17877,3,2026-03-17
73,U08493,13364,2,2026-03-17
73,U08493,99571,2,2026-03-17
73,U08493,92142,2,2026-03-17
74,U04410,19166,2,2025-08-31
74,U04410,63390,3,2025-08-31
74,U04410,68896,2,2025-08-31
75,U03586,96265,3,2025-08-06
75,U03586,42501,2,2025-08-06
75,U03586,43249,1,2025-08-06
75,U03586,16377,3,2025-08-06
75,U03586,91304,1,2025-08-06
76,U06033,77430,3,2026-06-30
76,U06033,81510,3,2026-06-30
76,U06033,32290,2,2026-06-30
76,U06033,34863,2,2026-06-30
76,U06033,92807,1,2026-06-30
77,U09775,57800,2,2026-04-08
77,U09775,17148,1,2026-04-08
77,U09775,77724,2,2026-04-08
77,U09775,106543,1,2026-04-08
77,U09775,75208,2,2026-04-08
78,U06136,29512,3,2026-05-13
78,U06136,54936,2,2026-05-13
78,U06136,56780,1,2026-05-13
78,U06136,23966,3,2026-05-13
78,U06136,38108,3,2026-05-13
79,U03275,106652,2,2026-02-17
79,U03275,12300,2,2026-02-17
79,U03275,13948,2,2026-02-17
79,U03275,50423,2,2026-02-17
79,U03275,90905,2,2026-02-17
79,U03275,30910,2,2026-02-17
80,U02449,59027,3,2026-03-05
80,U02449,7019,3,2026-03-05
80,U02449,37767,3,2026-03-05
80,U02449,66750,2,2026-03-05
80,U02449,62447,2,2026-03-05
81,U02963,15358,2,2025-12-31
81,U02963,66386,1,2025-12-31
82,U01155,98726,2,2025-08-06
82,U01155,41606,3,2025-08-06
82,U01155,83458,2,2025-08-06
83,U01737,102577,2,2025-07-14
83,U01737,31345,2,2025-07-14
83,U01737,103881,1,2025-07-14
83,U01737,106944,3,2025-07-14
84,U07664,96821,3,2026-02-23
84,U07664,90065,2,2026-02-23
84,U07664,54745,3,2026-02-23
84,U07664,69231,1,2026-02-23
84,U07664,17935,3,2026-02-23
84,U07664,23270,2,2026-02-23
85,U01066,60025,1,2026-05-13
85,U01066,74981,1,2026-05-13
85,U01066,55665,3,2026-05-13
86,U09402,46879,1,2026-02-20
86,U09402,104099,1,2026-02-20
86,U09402,28283,1,2026-02-20
87,U03090,32308,3,2026-05-25
87,U03090,7312,1,2026-05-25
87,U03090,57001,3,2026-05-25
87,U03090,63932,2,2026-05-25
87,U03090,86708,2,2026-05-25
88,U01419,28144,3,2026-06-07
88,U01419,13928,2,2026-06-07
88,U01419,15906,3,2026-06-07
88,U01419,4325,2,2026-06-07
88,U01419,52655,3,2026-06-07
89,U09700,57340,3,2025-11-01
89,U09700,69244,3,2025-11-01
89,U09700,27904,3,2025-11-01
90,U06598,101595,1,2026-03-22
90,U06598,62351,2,2026-03-22
90,U06598,94622,2,2026-03-22
90,U06598,31443,3,2026-03-22
90,U06598,68963,2,2026-03-22
91,U00492,96719,3,2026-01-18
91,U00492,39647,2,2026-01-18
91,U00492,26981,3,2026-01-18
92,U04538,103491,2,2025-12-02
92,U04538,109159,3,2025-12-02
92,U04538,66311,1,2025-12-02
92,U04538,28780,1,2025-12-02
92,U04538,19210,2,2025-12-02
93,U03037,49963,2,2025-08-27
93,U03037,18959,3,2025-08-27
93,U03037,87023,2,2025-08-27
93,U03037,18532,1,2025-08-27
93,U03037,23294,2,2025-08-27
94,U07386,72598,3,2025-12-12
94,U07386,69450,3,2025-12-12
94,U07386,106778,1,2025-12-12
95,U06947,68993,3,2026-07-01
95,U06947,9205,3,2026-07-01
95,U06947,83165,3,2026-07-01
96,U08386,7751,1,2026-02-23
96,U08386,22547,1,2026-02-23
96,U08386,90895,1,2026-02-23
97,U05284,18382,3,2026-05-19
97,U05284,104310,2,2026-05-19
97,U05284,65250,1,2026-05-19
97,U05284,13733,3,2026-05-19
97,U05284,92772,2,2026-05-19
98,U07659,18575,2,2026-02-15
98,U07659,39135,3,2026-02-15
98,U07659,54794,3,2026-02-15
98,U07659,17352,1,2026-02-15
98,U07659,64514,2,2026-02-15
98,U07659,16934,2,2026-02-15
99,U03712,69388,2,2026-04-28
99,U03712,40648,3,2026-04-28
100,U07661,82211,1,2026-03-11
100,U07661,7755,2,2026-03-11
100,U07661,75152,2,2026-03-11
101,U07374,27916,2,2026-01-06
101,U07374,64976,1,2026-01-06
101,U07374,105972,1,2026-01-06
101,U07374,55663,3,2026-01-06
101,U07374,80241,2,2026-01-06
102,U06983,40823,1,2026-01-20
102,U06983,61939,3,2026-01-20
102,U06983,9148,2,2026-01-20
102,U06983,38967,1,2026-01-20
103,U08838,84294,3,2026-01-05
103,U08838,108466,2,2026-01-05
104,U04938,53795,3,2025-09-07
104,U04938,102931,2,2025-09-07
104,U04938,15343,1,2025-09-07
105,U07886,95162,1,2025-10-08
105,U07886,80918,3,2025-10-08
105,U07886,63488,1,2025-10-08
106,U09434,109195,2,2026-06-15
106,U09434,109055,1,2026-06-15
107,U08799,67364,3,2026-06-30
107,U08799,60688,1,2026-06-30
107,U08799,34837,2,2026-06-30
107,U08799,5419,3,2026-06-30
107,U08799,4922,1,2026-06-30
108,U01904,60841,3,2026-02-09
108,U01904,81385,1,2026-02-09
108,U01904,82557,1,2026-02-09
108,U01904,45024,1,2026-02-09
108,U01904,107502,3,2026-02-09
109,U01119,3924,3,2025-12-30
109,U01119,55372,2,2025-12-30
109,U01119,71933,3,2025-12-30
109,U01119,75611,2,2025-12-30
110,U03199,12186,1,2025-08-05
110,U03199,98238,1,2025-08-05
111,U01703,39285,2,2025-07-31
111,U01703,86757,1,2025-07-31
111,U01703,82326,3,2025-07-31
111,U01703,94088,3,2025-07-31
112,U04852,25989,1,2025-12-17
112,U04852,59697,2,2025-12-17
113,U05891,30395,3,2025-08-22
113,U05891,45999,3,2025-08-22
113,U05891,77679,2,2025-08-22
113,U05891,25766,3,2025-08-22
114,U08181,87333,3,2026-02-10
114,U08181,34177,1,2026-02-10
114,U08181,10297,1,2026-02-10
115,U01334,42364,2,2025-09-12
115,U01334,86712,2,2025-09-12
115,U01334,36270,3,2025-09-12
116,U00703,48786,1,2025-10-11
116,U00703,40686,2,2025-10-11
116,U00703,15891,1,2025-10-11
116,U00703,40993,1,2025-10-11
116,U00703,75357,3,2025-10-11
117,U05038,23536,3,2025-07-31
117,U05038,82392,3,2025-07-31
117,U05038,101560,3,2025-07-31
117,U05038,101868,2,2025-07-31
117,U05038,78770,2,2025-07-31
118,U02446,84853,3,2026-06-12
118,U02446,77981,3,2026-06-12
118,U02446,33605,2,2026-06-12
118,U02446,109266,3,2026-06-12
118,U02446,21689,1,2026-06-12
119,U02229,21845,2,2026-06-26
119,U02229,85,1,2026-06-26
119,U02229,60670,1,2026-06-26
119,U02229,95210,2,2026-06-26
119,U02229,30972,3,2026-06-26
120,U07526,66220,3,2026-02-19
120,U07526,107224,3,2026-02-19
120,U07526,15808,3,2026-02-19
120,U07526,83318,2,2026-02-19
120,U07526,99286,1,2026-02-19
120,U07526,98070,1,2026-02-19
121,U03081,91159,1,2026-03-31
121,U03081,39023,1,2026-03-31
121,U03081,19699,3,2026-03-31
121,U03081,60187,2,2026-03-31
122,U08502,51888,2,2025-08-29
122,U08502,4128,3,2025-08-29
122,U08502,92872,3,2025-08-29
122,U08502,53486,2,2025-08-29
122,U08502,90747,3,2025-08-29
123,U09335,99473,2,2026-01-12
123,U09335,14005,2,2026-01-12
123,U09335,61289,2,2026-01-12
124,U09226,68431,1,2026-06-29
124,U09226,109239,1,2026-06-29
125,U04811,28703,2,2026-06-11
125,U04811,12267,2,2026-06-11
125,U04811,51431,2,2026-06-11
125,U04811,86141,1,2026-06-11
125,U04811,75615,2,2026-06-11
125,U04811,13394,3,2026-06-11
126,U09583,98680,3,2025-10-24
126,U09583,13392,1,2025-10-24
126,U09583,61237,2,2025-10-24
126,U09583,46672,2,2025-10-24
126,U09583,77131,2,2025-10-24
127,U04182,84383,1,2026-02-17
127,U04182,107611,3,2026-02-17
127,U04182,11611,2,2026-02-17
127,U04182,34183,3,2026-02-17
127,U04182,82196,2,2026-02-17
128,U01755,82088,3,2025-12-17
128,U01755,48624,1,2025-12-17
128,U01755,34216,3,2025-12-17
128,U01755,57967,2,2025-12-17
129,U04622,96924,3,2026-05-31
129,U04622,72932,1,2026-05-31
129,U04622,17527,1,2026-05-31
130,U03007,13060,3,2026-01-10
130,U03007,59252,1,2026-01-10
130,U03007,21881,3,2026-01-10
130,U03007,29157,2,2026-01-10
130,U03007,9865,3,2026-01-10
130,U03007,9980,3,2026-01-10
131,U03419,31909,1,2025-09-26
131,U03419,20833,1,2025-09-26
131,U03419,100934,1,2025-09-26
131,U03419,107083,2,2025-09-26
132,U05870,87892,3,2025-08-04
132,U05870,13192,3,2025-08-04
132,U05870,1410,3,2025-08-04
133,U00586,73994,2,2026-01-05
133,U00586,105946,1,2026-01-05
133,U00586,105782,1,2026-01-05
133,U00586,91347,1,2026-01-05
134,U02987,89279,3,2025-12-13
134,U02987,14819,3,2025-12-13
134,U02987,98179,1,2025-12-13
134,U02987,32998,1,2025-12-13
134,U02987,28194,2,2025-12-13
135,U03679,22215,3,2026-01-12
135,U03679,78563,2,2026-01-12
135,U03679,26343,3,2026-01-12
135,U03679,8526,2,2026-01-12
136,U03844,62794,3,2025-08-12
136,U03844,55046,3,2025-08-12
136,U03844,53706,1,2025-08-12
136,U03844,24910,2,2025-08-12
137,U01801,31322,1,2025-08-17
137,U01801,18106,2,2025-08-17
137,U01801,18518,2,2025-08-17
137,U01801,53368,1,2025-08-17
138,U00532,56035,1,2026-02-12
138,U00532,535,1,2026-02-12
138,U00532,8675,1,2026-02-12
138,U00532,97671,3,2026-02-12
138,U00532,5928,2,2026-02-12
138,U00532,17393,3,2026-02-12
139,U03703,33325,1,2026-04-19
139,U03703,3541,3,2026-04-19
139,U03703,71357,2,2026-04-19
140,U00215,34327,2,2026-01-21
140,U00215,102975,2,2026-01-21
140,U00215,54787,2,2026-01-21
140,U00215,63909,2,2026-01-21
140,U00215,87575,3,2026-01-21
141,U06625,95037,3,2025-08-23
141,U06625,39981,2,2025-08-23
141,U06625,26049,1,2025-08-23
141,U06625,72299,1,2025-08-23
141,U06625,36229,1,2025-08-23
142,U09772,105616,1,2026-07-03
142,U09772,61016,3,2026-07-03
142,U09772,45788,1,2026-07-03
143,U08677,75616,3,2026-03-18
143,U08677,52036,2,2026-03-18
143,U08677,66780,3,2026-03-18
144,U09144,64067,3,2025-08-07
144,U09144,42539,1,2025-08-07
144,U09144,75975,3,2025-08-07
144,U09144,97802,1,2025-08-07
144,U09144,101495,1,2025-08-07
144,U09144,90369,2,2025-08-07
145,U01574,55176,3,2025-10-23
145,U01574,85644,2,2025-10-23
145,U01574,53740,1,2025-10-23
146,U09730,38370,3,2026-02-15
146,U09730,8102,2,2026-02-15
146,U09730,20291,3,2026-02-15
146,U09730,46412,3,2026-02-15
147,U01025,61152,1,2025-08-04
147,U01025,97416,3,2025-08-04
147,U01025,40400,2,2025-08-04
147,U01025,40022,3,2025-08-04
147,U01025,42926,3,2025-08-04
147,U01025,82237,3,2025-08-04
148,U03798,94025,3,2025-08-28
148,U03798,95153,1,2025-08-28
148,U03798,12153,1,2025-08-28
148,U03798,60675,3,2025-08-28
149,U07768,49756,3,2026-02-13
149,U07768,2748,2,2026-02-13
149,U07768,98496,3,2026-02-13
150,U05157,42633,1,2025-11-23
150,U05157,85789,3,2025-11-23
150,U05157,9993,3,2025-11-23
150,U05157,106726,3,2025-11-23
151,U01311,82654,3,2025-08-30
151,U01311,98934,3,2025-08-30
151,U01311,42554,2,2025-08-30
151,U01311,80826,1,2025-08-30
152,U09849,52141,2,2026-03-07
152,U09849,11505,2,2026-03-07
152,U09849,66449,1,2026-03-07
153,U05649,12021,1,2026-03-25
153,U05649,65537,2,2026-03-25
154,U09872,70651,2,2025-09-23
154,U09872,105683,3,2025-09-23
155,U05266,83806,1,2025-11-20
155,U05266,58606,1,2025-11-20
155,U05266,100815,1,2025-11-20
155,U05266,86753,1,2025-11-20
156,U06970,3602,2,2026-07-07
156,U06970,8486,3,2026-07-07
156,U06970,49846,3,2026-07-07
156,U06970,98459,3,2026-07-07
156,U06970,14258,1,2026-07-07
157,U08873,77326,1,2025-12-27
157,U08873,50322,2,2025-12-27
157,U08873,107102,3,2025-12-27
157,U08873,2015,3,2025-12-27
157,U08873,74275,1,2025-12-27
157,U08873,49515,3,2025-12-27
158,U04625,104092,1,2026-02-02
158,U04625,43196,3,2026-02-02
159,U04860,19530,2,2026-04-20
159,U04860,71086,2,2026-04-20
160,U08869,38021,2,2025-11-23
160,U08869,4169,1,2025-11-23
160,U08869,58169,2,2025-11-23
161,U08968,94217,3,2025-12-11
161,U08968,109029,2,2025-12-11
161,U08968,9912,1,2025-12-11
161,U08968,6939,1,2025-12-11
161,U08968,53883,1,2025-12-11
161,U08968,69462,2,2025-12-11
162,U07436,84608,1,2025-10-16
162,U07436,86580,3,2025-10-16
162,U07436,26484,1,2025-10-16
163,U03100,55365,3,2025-09-24
163,U03100,74141,2,2025-09-24
164,U05931,28367,2,2025-08-25
164,U05931,20547,1,2025-08-25
164,U05931,67723,2,2025-08-25
165,U04751,64070,2,2025-08-29
165,U04751,36174,2,2025-08-29
165,U04751,80990,1,2025-08-29
166,U03134,88212,1,2026-05-20
166,U03134,10300,1,2026-05-20
166,U03134,26515,3,2026-05-20
166,U03134,28892,3,2026-05-20
167,U03895,90085,2,2026-01-23
167,U03895,36817,1,2026-01-23
167,U03895,63637,1,2026-01-23
168,U02777,79610,3,2026-04-21
168,U02777,550,2,2026-04-21
168,U02777,39346,3,2026-04-21
168,U02777,69361,1,2026-04-21
169,U09128,40262,1,2026-03-18
169,U09128,11554,1,2026-03-18
169,U09128,41574,3,2026-03-18
169,U09128,93812,3,2026-03-18
170,U06304,65609,3,2026-02-22
170,U06304,90565,1,2026-02-22
170,U06304,13492,1,2026-02-22
171,U03163,95971,1,2026-01-07
171,U03163,81775,1,2026-01-07
171,U03163,57993,3,2026-01-07
172,U03485,58215,3,2026-07-08
172,U03485,44775,2,2026-07-08
172,U03485,51693,1,2026-07-08
172,U03485,41062,2,2026-07-08
173,U06236,47353,2,2025-11-29
173,U06236,59041,1,2025-11-29
173,U06236,86769,1,2025-11-29
173,U06236,87958,1,2025-11-29
174,U06930,38098,1,2025-09-03
174,U06930,34862,2,2025-09-03
174,U06930,47518,2,2025-09-03
175,U02090,87673,1,2026-05-11
175,U02090,80797,2,2026-05-11
175,U02090,97989,3,2026-05-11
175,U02090,103484,1,2026-05-11
176,U08768,88576,3,2026-01-06
176,U08768,32604,2,2026-01-06
176,U08768,9155,2,2026-01-06
176,U08768,59910,1,2026-01-06
176,U08768,94209,2,2026-01-06
176,U08768,63256,2,2026-01-06
177,U02896,72072,3,2026-03-07
177,U02896,71356,3,2026-03-07
177,U02896,40784,3,2026-03-07
177,U02896,12738,3,2026-03-07
177,U02896,15723,2,2026-03-07
177,U02896,41622,2,2026-03-07
178,U09084,86089,3,2025-09-22
178,U09084,60329,3,2025-09-22
178,U09084,27605,3,2025-09-22
179,U07525,35054,1,2025-08-07
179,U07525,38834,3,2025-08-07
179,U07525,98502,3,2025-08-07
180,U01231,87101,1,2025-08-12
180,U01231,16917,3,2025-08-12
180,U01231,47312,3,2025-08-12
180,U01231,65299,3,2025-08-12
180,U01231,77142,2,2025-08-12
180,U01231,64254,2,2025-08-12
181,U01796,25700,3,2026-02-12
181,U01796,95320,2,2026-02-12
181,U01796,242,3,2026-02-12
181,U01796,39042,1,2026-02-12
182,U03338,106057,1,2025-07-24
182,U03338,26665,3,2025-07-24
182,U03338,71125,2,2025-07-24
182,U03338,25700,1,2025-07-24
182,U03338,105957,3,2025-07-24
182,U03338,13538,1,2025-07-24
183,U00085,61807,3,2026-04-25
183,U00085,7391,2,2026-04-25
183,U00085,49605,3,2026-04-25
183,U00085,30946,3,2026-04-25
184,U02226,29824,1,2025-12-10
184,U02226,70132,1,2025-12-10
184,U02226,76528,1,2025-12-10
184,U02226,84752,3,2025-12-10
185,U08201,52178,2,2025-07-22
185,U08201,89998,2,2025-07-22
185,U08201,17898,1,2025-07-22
186,U01369,86507,3,2026-07-07
186,U01369,109971,3,2026-07-07
186,U01369,62267,3,2026-07-07
186,U01369,12027,3,2026-07-07
187,U03008,1081,3,2026-05-11
187,U03008,34317,1,2026-05-11
188,U06829,32864,2,2025-07-16
188,U06829,23220,1,2025-07-16
188,U06829,99054,1,2025-07-16
188,U06829,9786,2,2025-07-16
188,U06829,64347,3,2025-07-16
188,U06829,48877,1,2025-07-16
189,U02515,17521,2,2025-08-27
189,U02515,77141,2,2025-08-27
190,U06035,72979,1,2025-08-05
190,U06035,99363,1,2025-08-05
190,U06035,3856,1,2025-08-05
190,U06035,38161,1,2025-08-05
190,U06035,94389,1,2025-08-05
191,U06730,25411,3,2026-02-02
191,U06730,100883,2,2026-02-02
191,U06730,10891,1,2026-02-02
192,U05676,58138,3,2025-10-20
192,U05676,8742,2,2025-10-20
192,U05676,33730,1,2025-10-20
192,U05676,60235,1,2025-10-20
192,U05676,41015,3,2025-10-20
192,U05676,73587,3,2025-10-20
193,U07727,94529,3,2026-04-26
193,U07727,47749,3,2026-04-26
193,U07727,101684,2,2026-04-26
193,U07727,70687,3,2026-04-26
193,U07727,99014,3,2026-04-26
194,U07736,82633,1,2026-03-09
194,U07736,25445,3,2026-03-09
194,U07736,102839,3,2026-03-09
